Name	Latitude	Longitude	Category	Checkins
Subway Restaurant	40.7641930476	-73.881826889	Sandwich Place	421
Great Wall Chinese Restaurant	40.7639994638	-73.8813273221	Chinese Restaurant	10
MTA Bus Operations Depot - LaGuardia	40.7656199295	-73.8840777951	Bus Station	666
Airways Pizza, Gyro & Restaurant	40.7637015372	-73.8785366149	Pizza Place	434
Speedway	40.7636347561	-73.8799032625	Gas Station	91
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
MTA - Q33	40.7652503624	-73.881786694	Bus Line	173
Panorama	40.7641047145	-73.881666109	Caribbean Restaurant	42
Bruno's Catering	40.7642895027	-73.8817522411	Deli / Bodega	14
OTB Lounge	40.7640821498	-73.8817005619	Lounge	148
Vaughn College Financial Aid Office	40.7652320999	-73.8817005619	College Administrative Building	29
Great Wall Restaurant	40.7651965022	-73.8817637254	Chinese Restaurant	120
Al Madni Masjid	40.765522	-73.880266	Mosque	2
Mrs Q19 Astoria Blvd & 89st	40.7640037537	-73.8802947998	Bus Station	6
MTA Bus - Q19	40.7635448782	-73.8784504813	Bus Line	17
DSM laundromat and dry cleaners	40.7644207196	-73.8800984971	Laundry Service	17
Marino's Hardware	40.765192	-73.881719	Hardware Store	31
HESS station	40.7635990543	-73.8801788877	Gas Station	243
Citgo Gas Station	40.7646599296	-73.8840548268	Gas Station	215
Dacorta Bros. Hardware	40.7635526651	-73.8821599329	Hardware Store	8
Payless Car Rental	40.76626911	-73.88135697	Rental Car Location	81
Budget Car Rental	40.76658834	-73.88097209	Rental Car Location	1870
O'Sullivan Plaza	40.765079	-73.881709	Plaza	27
Husky Gas Station	40.7652039899	-73.8817694676	Gas Station	96
Fair Theatre	40.763401	-73.878998	Movie Theater	38
Laundromat Central	40.765152	-73.881826	Laundry Service	29
Walgreens	40.76294187	-73.87573438	Pharmacy	874
Daltons	40.764582	-73.884765	Bar	58
Slootfest 5.2 #LGA	40.763982	-73.876808	Lounge	7
Burger King	40.7631332108	-73.8775131984	Fast Food Restaurant	507
Popeyes Louisiana Kitchen	40.7645319842	-73.8853238213	Fried Chicken Joint	782
FedEx Home Delivery	40.7650523947	-73.8841065055	Post Office	64
Hi-Tek Car Wash & Lube	40.7650386681	-73.8859554445	Automotive Shop	386
Airport Delicatessen	40.7645627239	-73.8842213469	Deli / Bodega	168
Kod Zoki & Seksi	40.761684	-73.8821	BBQ Joint	24
Korean Church of Queens	40.7670866323	-73.8800954819	Church	252
Getty Gas Station	40.7648724318	-73.8836038113	Gas Station	5
P.S. 148Q	40.7652213297	-73.8817522411	School	351
King's Taste Of Astoria	40.7644580437	-73.8846462597	Chinese Restaurant	53
Joey's Place	40.764493337	-73.8847553587	Pub	529
evangelistic church of christ	40.7634117181	-73.8790534155	Church	14
Gorman Playground	40.7620852646	-73.8841581841	Playground	309
GNB Auto Repair, Inc	40.7649739163	-73.8839364052	Automotive Shop	51
Despana Brand Foods	40.7624036059	-73.8772618341	Gourmet Shop	619
Airways Pizza, Gyro & Restaurant	40.7637015372	-73.8785366149	Pizza Place	434
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
U.S. Post Office - East Elmhurst	40.7639951541	-73.8779738748	Post Office	1000
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
MTA Bus - Q19	40.7635448782	-73.8784504813	Bus Line	17
Burger King	40.7631332108	-73.8775131984	Fast Food Restaurant	507
Kennedy Chicken	40.7563447661	-73.8782437606	Fried Chicken Joint	54
Slootfest 5.2 #LGA	40.763982	-73.876808	Lounge	7
Walgreens	40.76294187	-73.87573438	Pharmacy	874
7-Eleven	40.763826325	-73.8816252477	Convenience Store	1655
Despana Brand Foods	40.7624036059	-73.8772618341	Gourmet Shop	619
Dunkin' Donuts	40.764692012	-73.8860243487	Donut Shop	1574
Buccaneer Diner	40.763434942	-73.8760444682	Diner	2593
Speedway	40.7636347561	-73.8799032625	Gas Station	91
Dacorta Brothers Inc.	40.7633428567	-73.8775432053	Hardware Store	3
Shell	40.7630701485	-73.8769287819	Gas Station	209
Zumbale	40.763835	-73.878235	Bar	6
Redbox	40.763255	-73.876308	Video Store	63
One Room Schoolhouse Park	40.7633372139	-73.8775374631	Playground	28
Fair Theatre	40.763401	-73.878998	Movie Theater	38
Roadies Chicken	40.7631462103	-73.8752233161	American Restaurant	39
La Kantera	40.763696	-73.878194	Nightclub	107
Sunil Dry Cleaners	40.7633618	-73.87560475	Dry Cleaner	40
Bernadette's Braiding Emporium	40.763038	-73.875219	None	7
Fair Gallery	40.7634664909	-73.8786572018	Art Gallery	50
State Fish Farm Market	40.7630270055	-73.8754013284	Shop & Service	11
Echa Pa' Lante	40.763781	-73.876845	Travel Lounge	32
Dr. Carl	40.763281	-73.876192	Doctor's Office	4
St Gabriels Library	40.7633890167	-73.8759231167	College Library	3
MTA Q19/Q49 bus stop	40.7630790819	-73.8772158959	Bus Station	35
Cozy Cabin	40.7634181515	-73.8760904067	Strip Club	109
McDonald's	40.7643816237	-73.8809081444	Fast Food Restaurant	2583
Brunos on the Boulevard	40.7641288111	-73.8808250427	Aquarium	645
Queens Library at East Elmhurst	40.7625871897	-73.874009	Library	201
The Securecom Group Ltd	40.7632162396	-73.8768598745	Business Service	1
JH Yoga	40.76343055	-73.8760712333	Yoga Studio	2
Great Wall Chinese Restaurant	40.7639994638	-73.8813273221	Chinese Restaurant	10
Mr.bubbles laundromat	40.763011	-73.874452	None	47
HESS station	40.7635990543	-73.8801788877	Gas Station	243
La Kueva Bar & Grill	40.7628278972	-73.8749831915	Bar	227
Caravan Bar	40.76289	-73.87509	Bar	1
los taxes	40.763079	-73.874645	Office	5
MTA Q72 Bus Stop	40.7625217584	-73.8751256964	Bus Station	25
Lucky Star Restaurant	40.7629453083	-73.8745744313	Chinese Restaurant	30
Al Madni Masjid	40.765522	-73.880266	Mosque	2
Manhattan, New York, NY  10024, ABD	40.7621051131	-73.8785366149	Residential Building (Apartment / Condo)	31
Payless Car Rental	40.76626911	-73.88135697	Rental Car Location	81
Korean Church of Queens	40.7670866323	-73.8800954819	Church	252
Taqueria Santa Fe	40.7631	-73.875	Mexican Restaurant	67
MTA - Q33	40.7652503624	-73.881786694	Bus Line	173
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
Queens Library at East Elmhurst	40.7625871897	-73.874009	Library	201
Buccaneer Diner	40.763434942	-73.8760444682	Diner	2593
Walgreens	40.76294187	-73.87573438	Pharmacy	874
Speedway	40.7636347561	-73.8799032625	Gas Station	91
Roadies Chicken	40.7631462103	-73.8752233161	American Restaurant	39
Sunil Dry Cleaners	40.7633618	-73.87560475	Dry Cleaner	40
Security Line	40.7613	-73.8739	Airport Terminal	579
Mr.bubbles laundromat	40.763011	-73.874452	None	47
los taxes	40.763079	-73.874645	Office	5
East Elmhurst, NY	40.7612683753	-73.8652253151	Neighborhood	4278
Lucky Star Restaurant	40.7629453083	-73.8745744313	Chinese Restaurant	30
Bernadette's Braiding Emporium	40.763038	-73.875219	None	7
Slootfest 5.2 #LGA	40.763982	-73.876808	Lounge	7
Burger King	40.7631332108	-73.8775131984	Fast Food Restaurant	507
Caravan Bar	40.76289	-73.87509	Bar	1
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
La Kueva Bar & Grill	40.7628278972	-73.8749831915	Bar	227
Redbox	40.763255	-73.876308	Video Store	63
McDonald's	40.7643816237	-73.8809081444	Fast Food Restaurant	2583
MTA Q72 Bus Stop	40.7625217584	-73.8751256964	Bus Station	25
Taqueria Santa Fe	40.7631	-73.875	Mexican Restaurant	67
Thomas pizza	40.76295637	-73.87532448	Pizza Place	39
State Fish Farm Market	40.7630270055	-73.8754013284	Shop & Service	11
East Elmhurst Community School	40.7637526517	-73.8756539907	Elementary School	1
Beauty Box	40.763084	-73.874854	Shop & Service	14
Hair Flair By Shanel	40.7631163412	-73.8749132299	Salon / Barbershop	7
MTA Bus - Q19	40.7635448782	-73.8784504813	Bus Line	17
Dr. Carl	40.763281	-73.876192	Doctor's Office	4
Shell	40.7630701485	-73.8769287819	Gas Station	209
Grocery And Stationery	40.7629813292	-73.8749247145	Grocery Store	20
Lucky Queens Chinese Restaurant	40.7624978281	-73.873420215	Asian Restaurant	11
Dr C M. Johnson	40.763145	-73.875297	None	2
La Casa Del Gaucho	40.762621	-73.87321564	Argentinian Restaurant	66
Kaoba	40.7623916584	-73.8736843646	None	32
Work#2	40.7623672485	-73.8731431961	None	3
MTA Q19/Q49 bus stop	40.7630790819	-73.8772158959	Bus Station	35
Fabulous Freddies	40.7628297922	-73.8749763956	Cosmetics Shop	10
Cozy Cabin	40.7634181515	-73.8760904067	Strip Club	109
Tabu Lounge	40.762833	-73.874879	Strip Club	46
Airways Pizza, Gyro & Restaurant	40.7637015372	-73.8785366149	Pizza Place	434
crown fried chicken	40.7631162734	-73.8756884446	Fried Chicken Joint	18
JH Yoga	40.76343055	-73.8760712333	Yoga Studio	2
Soluna Bar	40.7630454	-73.874946	Bar	87
St Gabriels Library	40.7633890167	-73.8759231167	College Library	3
Despana Brand Foods	40.7624036059	-73.8772618341	Gourmet Shop	619
The Securecom Group Ltd	40.7632162396	-73.8768598745	Business Service	1
Hooka Lounge	40.7664278868	-73.8736728798	Hookah Bar	5
Southern Baptist Church	40.762462	-73.871974	None	9
Echa Pa' Lante	40.763781	-73.876845	Travel Lounge	32
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
East Elmhurst Playground	40.764754515	-73.8708150387	Playground	143
Baskin-Robbins	40.7639508038	-73.8705490005	Ice Cream Shop	275
MTA Q19/Q49 bus stop	40.7630790819	-73.8772158959	Bus Station	35
East Elmhurst, NY	40.7612683753	-73.8652253151	Neighborhood	4278
Four Play Barbershop	40.764551	-73.871921	Salon / Barbershop	1
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Walgreens	40.76294187	-73.87573438	Pharmacy	874
Public School 127	40.7641419497	-73.8706236527	School	532
Spy Shop	40.7625785597	-73.8707557294	Electronics Store	49
Southern Baptist Church	40.762462	-73.871974	None	9
marions beauty salon	40.7623807578	-73.8706121677	Salon / Barbershop	94
Pound Town 5.5 #NYC	40.76523	-73.867144	Speakeasy	43
Cafe Y Algo Mas	40.762378	-73.870935	Latin American Restaurant	102
Dunkin' Donuts	40.7621645406	-73.8690100123	Donut Shop	1041
Queens Library at East Elmhurst	40.7625871897	-73.874009	Library	201
U.S. Post Office - East Elmhurst	40.7639951541	-73.8779738748	Post Office	1000
The dungeon	40.7645143732	-73.8725358854	Factory	6
Verizon Wireless 2818 Broadway	40.7635313333	-73.8716528167	Electronics Store	4
Cobbs Funeral Home	40.7622526803	-73.8711117619	Funeral Home	21
Lucky Queens Chinese Restaurant	40.7624978281	-73.873420215	Asian Restaurant	11
Q49 Bus Stop Astoria Blvd	40.7624685864	-73.8717664006	Bus Line	120
Mr.bubbles laundromat	40.763011	-73.874452	None	47
Roadies Chicken	40.7631462103	-73.8752233161	American Restaurant	39
La Casa Del Gaucho	40.762621	-73.87321564	Argentinian Restaurant	66
Cali Ají Con Sabor	40.7623328566	-73.8707212746	South American Restaurant	82
Kelm Cleaners	40.7624656167	-73.8712614667	Laundry Service	115
AP Luxury Limousines	40.766235	-73.871699	Airport Tram	5
Work#2	40.7623672485	-73.8731431961	None	3
MTA Bus - Q19/Q49 (102nd St & Astoria Blvd)	40.7621563341	-73.8705961629	Bus Station	7
Trade Fair	40.7619042169	-73.8698886153	Supermarket	980
Amiris Beauty & Nail Salon	40.762486721	-73.871731946	Nail Salon	7
New York Flowers	40.762319787	-73.8704973183	Flower Shop	80
Lucky Star Restaurant	40.7629453083	-73.8745744313	Chinese Restaurant	30
Jakari J Hair Salon	40.761789	-73.870455	Salon / Barbershop	69
los taxes	40.763079	-73.874645	Office	5
Taxi 8L15	40.7629978822	-73.8704111812	None	3
Bernadette's Braiding Emporium	40.763038	-73.875219	None	7
Grocery And Stationery	40.7629813292	-73.8749247145	Grocery Store	20
MTA Q72 Bus Stop	40.7625217584	-73.8751256964	Bus Station	25
Thomas pizza	40.76295637	-73.87532448	Pizza Place	39
House Pizza	40.7621634007	-73.8685780764	Pizza Place	14
Caravan Bar	40.76289	-73.87509	Bar	1
Amiris Beauty Salon	40.7626037598	-73.8717956543	Salon / Barbershop	30
Taqueria Santa Fe	40.7631	-73.875	Mexican Restaurant	67
Buccaneer Diner	40.763434942	-73.8760444682	Diner	2593
Slootfest 5.2 #LGA	40.763982	-73.876808	Lounge	7
Lucky	40.76207354	-73.868772	Chinese Restaurant	66
La Kueva Bar & Grill	40.7628278972	-73.8749831915	Bar	227
Getty Gas Station	40.761458	-73.8678447833	Gas Station	28
Ultimate Fitness Queens	40.761398361	-73.9022563578	Gym / Fitness Center	4079
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
Bed Bath & Beyond	40.7625488073	-73.8953089703	Furniture / Home Store	3095
St. Michael Cemetery	40.764778893	-73.8981628418	Cemetery	555
Bulova Corporation	40.7620509297	-73.9014525405	Office	1781
U-Haul Moving & Storage of Woodside	40.7612890888	-73.9015903379	Storage Facility	795
The Home Depot	40.7630071277	-73.8948454967	Hardware Store	3204
Brooklyn Qns Expwy W	40.7660252817	-73.9038812069	Office	1591
Scores Queens	40.761646	-73.898059	Other Nightlife	7
Zahner's Cash and Carry	40.759821858	-73.9000296593	Food & Drink Shop	577
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Woodside, NY	40.7448409357	-73.9003903482	Neighborhood	23251
St. Michael's Playground	40.7596674446	-73.9002181003	Park	387
GROUND Lab	40.761286	-73.899807	Tech Startup	5
Mobil	40.7601858221	-73.8978927383	Gas Station	177
Mauzone Commissary	40.7619667053	-73.9029769897	Factory	4
A.S.K. Electrical Contracting	40.7610733411	-73.9025831223	Office	197
V & J Produce	40.7599449158	-73.9004135132	Fruit & Vegetable Store	4
Sustain-Release Bus	40.7610126341	-73.8985989623	Bus Line	6
TLC Inspections	40.76376005	-73.9019494333	Government Building	131
NYC T&LC Safety-Emission Inspection Facility	40.763902	-73.902352	Government Building	6
Sauna Room	40.761417	-73.902367	Athletics & Sports	93
Metro Food Bar & Lounge	40.761463	-73.902127	Bar	119
NYC Gentlemen's Club	40.7618209691	-73.9024329185	Strip Club	10
Super-Tek Products	40.7630790401	-73.9036917375	Office	237
NYC Taxi & Limousine Commission	40.763611141	-73.9021472685	Building	906
Skanska USA Civil Northeast	40.7641804985	-73.8938046274	Office	237
Stone Computer	40.759820443	-73.900688911	Electronics Store	59
A Sunshine Glass	40.760387789	-73.9016014338	Miscellaneous Shop	15
Metro Food Bar And Lounge	40.7612846281	-73.9021110535	Tapas Restaurant	59
Magical touch salon & day spa	40.7615726333	-73.9021695	Spa	158
Johnstone Supply	40.7613545166	-73.9021874593	Miscellaneous Shop	140
Eagle Mechanical	40.7601578908	-73.899902312	Building	15
Time Warner Cable	40.7634238268	-73.9030773963	Office	51
Lexington Gymnasium	40.7599806262	-73.9007291021	Gym	26
u-hual	40.7599847313	-73.8986276705	Storage Facility	2
Perfect Deli	40.7598303086	-73.9009243159	Deli / Bodega	8
PureNY Nightclub	40.759923	-73.901163	Nightclub	325
Jose Cepeda's Car	40.761633	-73.897273	Moving Target	3
TLC Training Academy	40.7637023926	-73.9018707275	School	27
Soccer Field	40.7597198319	-73.9007922595	Soccer Field	51
Perfection	40.7599138359	-73.9008669001	Strip Club	2151
My sports club	40.759999	-73.899975	None	2
MSR MAIN STREET RADIOLOGY	40.761728719	-73.8943730637	Medical Lab	13
Pete's Souvlaki Cart	40.7622270219	-73.8953549043	Food Truck	171
hd supply	40.7589402623	-73.9033013153	Building	100
56th Place	40.760404	-73.905065	Other Great Outdoors	13
Lluvia Sobres	40.761419	-73.902269	Other Nightlife	1
Live Nudes Labratories	40.7604961573	-73.9016362704	Rock Club	5
HireAnITpro.com	40.7612846281	-73.903055191	Office	1
The Home Depot	40.7630071277	-73.8948454967	Hardware Store	3204
Bed Bath & Beyond	40.7625488073	-73.8953089703	Furniture / Home Store	3095
St. Michael Cemetery	40.764778893	-73.8981628418	Cemetery	555
Brooklyn Qns Expwy W	40.7660252817	-73.9038812069	Office	1591
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Mobil	40.7601858221	-73.8978927383	Gas Station	177
Bulova Corporate Center	40.7644332981	-73.8929433572	Office	2884
Scores Queens	40.761646	-73.898059	Other Nightlife	7
Pete's Souvlaki Cart	40.7622270219	-73.8953549043	Food Truck	171
Jose Cepeda's Car	40.761633	-73.897273	Moving Target	3
Tiffany Sevice Center	40.7642645651	-73.8930180008	Office	195
Crosffit LOS OCHO	40.7613008809	-73.8953304291	Athletics & Sports	39
MSR MAIN STREET RADIOLOGY	40.761728719	-73.8943730637	Medical Lab	13
Sustain-Release Bus	40.7610126341	-73.8985989623	Bus Line	6
Lexington School For The Deaf	40.7613344438	-73.8935577304	High School	454
Lessing's	40.76437	-73.89353	Cafeteria	22
DHS Office of Law Enforcement	40.764073263	-73.8929146481	Police Station	140
Skanska USA Civil Northeast	40.7641804985	-73.8938046274	Office	237
PetCo	40.7589404271	-73.8919615045	Pet Store	299
Bulova Parking Lot	40.7636013458	-73.8933165748	Parking	80
Lee's Nails	40.7585685686	-73.8923404658	Nail Salon	154
Zahner's Cash and Carry	40.759821858	-73.9000296593	Food & Drink Shop	577
St. Michael's Playground	40.7596674446	-73.9002181003	Park	387
Stand-up mri of East Elmhurst	40.7595767723	-73.8920016974	Medical Center	44
MTA Bus - Q47 (78th St & 25th Ave)	40.762401	-73.890434	Bus Stop	15
Cannelle Patisserie	40.76010252	-73.891898	Bakery	4178
Monsignor McClancy Memorial High School	40.7579463531	-73.8954295469	High School	1787
Avis Car Rental	40.7688628	-73.8876605	Rental Car Location	3252
DHL	40.7597967915	-73.896939619	Building	2
Transportation Security Administration	40.764526	-73.892941	Building	63
Plaka	40.7602091886	-73.8920131811	Greek Restaurant	441
U-Haul Moving & Storage of Woodside	40.7612890888	-73.9015903379	Storage Facility	795
ittadi grocery	40.7616427341	-73.8926562663	Convenience Store	3
Garra Blanca - #COLOCOLO - Piño NYC	40.759484	-73.894117	Soccer Field	2
Liquor Store	40.7601263507	-73.892087825	Liquor Store	12
Stone Boss	40.7658311217	-73.8964573159	Miscellaneous Shop	38
LIBOR	40.759738354	-73.8925643971	None	32
Pearle Vision	40.75974	-73.892447	Optical Shop	51
The Home Zone Cafe	40.764471	-73.893093	Cafeteria	15
East Elmhurst Primary Medical Care P. C.	40.758726	-73.892289	Doctor's Office	5
Quest Diagnostics	40.7598266996	-73.8924954952	Medical Center	74
Bulova Corporation	40.7620509297	-73.9014525405	Office	1781
Bulova Park	40.762650496	-73.8921222761	Playground	125
Food Universe Marketplace	40.7599118039	-73.8921050505	Grocery Store	65
u-hual	40.7599847313	-73.8986276705	Storage Facility	2
Time Out Health And Fitness	40.7640543474	-73.8947060862	Gym / Fitness Center	8
Lexington School For The Deaf	40.7614087484	-73.8931500624	Private School	46
My sports club	40.759999	-73.899975	None	2
Family Gym	40.7638516648	-73.8935577304	Gym	13
Monika Nails	40.7598276535	-73.8938792707	Nail Salon	145
Lexington School For The Deaf	40.7613344438	-73.8935577304	High School	454
The Home Depot	40.7630071277	-73.8948454967	Hardware Store	3204
Bed Bath & Beyond	40.7625488073	-73.8953089703	Furniture / Home Store	3095
Bulova Corporate Center	40.7644332981	-73.8929433572	Office	2884
MSR MAIN STREET RADIOLOGY	40.761728719	-73.8943730637	Medical Lab	13
Department of Corrections	40.7648880489	-73.8930065172	Government Building	157
Pete's Souvlaki Cart	40.7622270219	-73.8953549043	Food Truck	171
Bulova Park	40.762650496	-73.8921222761	Playground	125
Tiffany Sevice Center	40.7642645651	-73.8930180008	Office	195
Stand-up mri of East Elmhurst	40.7595767723	-73.8920016974	Medical Center	44
Plaka	40.7602091886	-73.8920131811	Greek Restaurant	441
